,Unnamed: 0,record_no,symbol,exchange,date,period,strike,out-of-the-money %,Call/Put,IV,delta
1156,1156,1157,C,NYSE,2019-12-26,90,103.779,30,C,0.19268,0.003363
1157,1157,1158,C,NYSE,2019-12-26,90,55.881,30,P,0.365156,-0.020211
1158,1158,1159,C,NYSE,2019-12-26,90,107.77051,35,C,0.192758,0.000957
1159,1159,1160,C,NYSE,2019-12-26,90,51.8895,35,P,0.396327,-0.011314
1160,1160,1161,C,NYSE,2019-12-26,90,111.762,40,C,0.192758,0.000248
1161,1161,1162,C,NYSE,2019-12-26,90,47.898003,40,P,0.446775,-0.008049
1162,1162,1163,C,NYSE,2019-12-26,90,115.75351,45,C,0.192758,5.9e-05
1163,1163,1164,C,NYSE,2019-12-26,90,43.9065,45,P,0.454692,-0.002943
1164,1164,1165,C,NYSE,2019-12-26,90,119.745,50,C,0.192758,1.3e-05
1165,1165,1166,C,NYSE,2019-12-26,90,39.915,50,P,0.456348,-0.000774
1166,1166,1167,C,NYSE,2019-12-26,90,123.736496,55,C,0.192758,3e-06
1167,1167,1168,C,NYSE,2019-12-26,90,35.9235,55,P,0.456348,-0.000141
1168,1168,1169,C,NYSE,2019-12-26,90,127.728004,60,C,0.192758,1e-06
1169,1169,1170,C,NYSE,2019-12-26,90,31.932,60,P,0.456348,-1.7e-05
1430,1430,1431,C,NYSE,2019-12-24,30,78.59,0,C,0.205499,0.521845
1431,1431,1432,C,NYSE,2019-12-24,30,78.59,0,P,0.199523,-0.480872
1432,1432,1433,C,NYSE,2019-12-24,30,82.51949,5,C,0.188239,0.197815
1433,1433,1434,C,NYSE,2019-12-24,30,74.66049,5,P,0.228182,-0.200916
1434,1434,1435,C,NYSE,2019-12-24,30,86.449,10,C,0.184657,0.040431
1435,1435,1436,C,NYSE,2019-12-24,30,70.730995,10,P,0.266461,-0.075367
1436,1436,1437,C,NYSE,2019-12-24,30,90.378494,15,C,0.186724,0.005292
1437,1437,1438,C,NYSE,2019-12-24,30,66.8015,15,P,0.295638,-0.023995
1438,1438,1439,C,NYSE,2019-12-24,30,94.308,20,C,0.186724,0.000402
1439,1439,1440,C,NYSE,2019-12-24,30,62.871998,20,P,0.30559,-0.004556
1440,1440,1441,C,NYSE,2019-12-24,30,98.237495,25,C,0.186724,1.9e-05
1441,1441,1442,C,NYSE,2019-12-24,30,58.942497,25,P,0.311035,-0.000505
1442,1442,1443,C,NYSE,2019-12-24,30,102.16699,30,C,0.186724,1e-06
1443,1443,1444,C,NYSE,2019-12-24,30,55.012997,30,P,0.311035,-2.4e-05
1444,1444,1445,C,NYSE,2019-12-24,30,106.0965,35,C,0.186724,0.0
1445,1445,1446,C,NYSE,2019-12-24,30,51.083496,35,P,0.381646,-3.1e-05
